reviewerID,overall,lemmatized_text,label
A1DVUFG2QSJ6IK,5,good cable excellent plug lug solder joint cover heat shrink material hold place year grade cable affordable price definitely go ft cable couple dollar ft,2
A34VZEFXQJJ7AT,5,pretty crappy cable work get job purchase product shell extra buck well quality,2
A1SD1C8XK3Z3V1,5,use cord church run pedalboard amp soundproof box cord reliable clean sound like hosa product past confidence excellent cord hopefully review usefull,2
AKHWZ3S1UVZAO,4,second hosa guitar cable short like hosa cable high quality item d definitely buy cable brand,2
A3LNNEYLGGCO25,3,work practice guitar instrument cable maybe good serve purpose,1
AMACM7BGUQCZD,5,cable take beating month serve problemsreal metal ends mold high quality silicone jacket strain relief connector,2
A38HMS5RYSYF8G,5,opinion hurt extra guitar cable experience tend die notice feeling long time build sturdy sound goodi recommend product,2
A6D91KPQGIDKZ,5,hosa guitar cable work great problem different length sound perfect,2
A2RCCN4KEXZGC8,5,product exactly suppose decent price absolutely complaint experience brand disappointed,2
A3GAP455S8YH0M,5,good quality guitar cordvery low noise repairable effective strain releafthick rubber cover great buy buck quality cordof course get itit durable look durableif change mind update reviewfor buy onejoe,2
A1N06X05VZWO5Y,5,good solid cable problem m stage like long cable practice not need extra length tangle,2
A3TA1UJWRJF9NC,5,guitar cable nice look high quality white end fantastic deal cable,2
A3VPISTBNS66C5,4,good product good price multiple time work guitar speaker great friend come jam,2
A1E5FQZTUM8OC1,5,item build like terminal end spring build not go durable road cable home light road use work,2
A3MYWHYZ30WLQJ,5,amp plug great price ft long perfect size jammin home quality look aesthetically totally worth price,2
A1FHOW9NVOH8XR,5,hosa cable gtr guitar instrument cable ft high quality instrument cable low cost will not break bank m satisfied purchase,2
A319B090A2POEB,3,unbalanced guitar cable notoriously noisy especially florescent light different prefer use cable well shielding justify expense consider rarely thing,1
A2VH0UT5EQFB6P,5,basic black electric guitar cable work great far connection end solid sound amp great nice rubbery foot long problem arise later cable update review problem whatsoever cable,2
A396ELNTQDFYPO,4,hosa cable quality place product good sound good reliable long last product good affect sound negatively break prematurely short useful life spanthese guitar cord actually nice feel good gooey soft rubber jacket like mogami sound good far work reliably rubber jacket diameter eye short heat shrink overwrap add strength wire enter plugi buy need cable fast internet concert lot pedal signal split connect cable arrive good working condition ve continuously sincewe dozen tube amp particular sound degradation far cable disappoint anyonei buy need,2
A2WYAHJGST6AOT,3,cable frill tangle pretty easy design rattle little work like,1
A781ITP3HE2N5,5,consider cheap cable teach good afford show cable search amazon jump figure loseto surprise excellent cable good build quality strong thick jacket inspire confidence sound identical monster cable cost quarter pricehmmmm guess try figure instead listen snob year againthis worth money twice try kiss overprice cable goodbye,2
AN73VQ17FZVJ8,3,end loose tighten keep come loose dab crazy glue thread hope not open end repair,1
ALUTHT4U058KZ,4,price fantasticthey feel light not trust build quality key stress point cable meet connector go push itset guitar accident plug andwho knowsbut seven buck get job recommend beginner thing test watersotherwise spend buck high chance last,2
A1A15ECLHM9BQY,5,hosa make good stuff exception ve trust year not think single hosa cable ve own s fail,2
A1S8R9OAIQT7YI,4,complaint size fault buy foot plan use stage,2
A3RHT4KI3H5TVH,5,hard day work great issue speak job perfectly,2
AVY8D3ULJTX0H,5,price work fault unscrew pretty easily hardly problem right,2
A15BHBF0L0HV1F,5,cable disprove notion pay quality outweigh price let face cable cable cable quality cable vary greatly replace light cable surprised difference quality sound amp ibanez art series guitar ibanez watt amp set home change cable significant difference quality volume check guitar teacher say surprise quality appear good end heavy duty little bit hum proximity attenuate point inconsequential ve see expensive cable far greathosa gtr guitar cable ft,2
A1AFN4T80DZ3RR,5,look long cable perform live band m glad hosa quality feel reliable add noise,2
A3DCG2MNPR4BW,5,good cable good price sure hold heavy use practice home great,2
A3NGAQKJ6X088B,5,sturdy high quality little feedback use perform friend love,2
A35XRT4BW4I6UD,5,go line expensive professional chord medium sized venue,2
AKYDGCKCY7H9F,5,length hosa cable neverhad problem themi active musician throughthe rigger happen stage comment thistype usagein year stage come realize thatyou extra cable like string aseven expensive cable let,2
A19NGYCQ1NCF3W,4,ve week strong flexible not develop kink bend habit roll proper wayive see well cable price point ve certainly see bad pretty good sweet spot opinion,2
A3UD50M7M72150,1,m procheapo hate thing noisy cable feel cheap gummylike drop buck,0
A2B78RXJ2PB6ZD,5,work great watt amp compare monster cable length plenty room guitar amp good product,2
A18RGYRCEN181M,5,good cable good expensive brand thick bit stiff shield complaint,2
A18LZ6VHS4DK69,5,lot hosa cable cheap quality ve recieve bad cable use lot guy work havnt fail,2
AQG6AQXC703WD,3,decent cable job leave desire far structural integrity concern mate connector jiggle forth switch loose connector mm microphone switch pressedi recommend cable critical application suited home hobby use,1
A2YGWCX3DQ6ER0,5,cable great connect directly computer microphone record live console mixer great recomende,2
A21VM9WVF8EOSJ,5,buy hook beta panasonic g dslr kodak zi interview work way suppose degree trs nice touch good price,2
A3M48SSAOTBSMW,5,receive cord work expect adapter cord good construction sound dslr mic superb,2
AFLRU6952DEFX,4,like probably buy hook xlr microphone digital recorder pcit work fine handy type recordersbut forget hook directly pc way noise,2
A1W3CEEQBJ4GTN,2,buy canon vixia hf g video camera shotgun mic recently purchase need wire perfect fit mic mount mini advanced shoe microphone plug video camerathe wire thing foot long actual wire long return thing cheap not worth hassle d rate star try nikon d shoe mount shotgun mike work ok tight fit s wireid recommend look short cable adapter bad case scenario ziptie loop instead get angry not fitalso sure wire not affect star hear hiss record unsure way wire stretch max dslr shotgun mic,0
AXP9CF1UTFRSU,5,xlr pin adaptor mini need real xlr mic computer job,2
A1IR3NR4KRPIJ1,5,listing item confusing sure stereo xlr stereo xlr mean similar stereo headphone leave right separate unbalanced wire cable configure stereo unbalanced xlr stereo unbalanced trs cable item mono balanced xlr stereo unbalanced mic cablea little bit soldering fix connector move red wire pe pin white wire pin tie pin ground wire,2
A2NYK9KWFMJV4Y,5,reason award star construction uniformly excellent end strain relief connecter perfectly mate plug insert xlr end quality componenti purchase specifically transform channel mypowerwerk watt personal pa systeminto useable greatly expand functionality versatility portable pa allow plug mic unit daisychaine able significantly enhance entire system simple adapteranother reason love noise free environment play source electromagnetic interference cheap cable pick transmit problem plusoverall pleased adapter actually purchase spare case damage lose primary bit pricy consider feel quality peace mind worth premium,2
A2RS66Y79Q8X0W,5,use cable run extra line microphone podium zoom h adapter fail instrumental capture quality audio live event love themi highly recommend adapter visual audio professional check hosas sinlge xlr double xlr splitter,2
A34IJACMU8C3IM,4,adapter cable stereo mic work small dv camera function caveatsfirst construction pretty light weight mean gentle s broadcast production field want worry gear get pretty beat upsecond adapter foot length cable pretty short reach mic input jack camera mean need short xlr mic cable extend mic adapterso aware work fine work go sam ash music find similar adapter cable heavy duty long cable price pay shop,2
A2WYF4POBUXL2O,4,work get little bit noise shotgun mic straight d usual expectedto mic cable adapter test go straight zoom h recorderseem little noise go adapter cable straight xlr inputno big surprise minor clean post,2
A3UPEG3LRWOX16,4,not like cable company work fine,2
A2QJQ3HSJB4NS,5,great stereo sound keyboardsmy key single stereo cable need convert true channel stereo eq properly work like charm highly recommend cable,2
A1MVH1WLYDHZ49,5,quality product hosa need insert patch mixer eq like slightly long length zip tie hard stretch noise cable,2
A2XXBZPQT5EXHV,5,order not expect lot price dollar nearly foot cable turn quality excellent cable flimsy plug mixer wait hear static interference buzz explain low price get nice clean signal highly recommend mixer need insert cable,2
A204ETWOV23HO4,5,solid cable tight fit receptacle introduction noise discernible loss signal especially consider price brilliant like reviewer wonder economical cable good trust judgment give try count not sure convinced hosa know great cable need charge monster price,2
A203OCQQ12MAVT,5,mixer sendreturn plug wire trs send tip return ring common ground effect box like separate tr in outsthis perfect cable hookup thing like behringer sharkbehringer shark fbq automatic feedback destroyerto vlzs sendreturnsmackie vlz ch compact recordingsr mixeri probably order second cable having see work sendreturn,2
A319B090A2POEB,5,operate analog environment end lot insert channel compression limiter gate expander plus eq effect processor need route apply specific channel insert snake use individual insert cable differ length carry lifesaver efficient soundman setup flexible soundman,2
A3JUQ2E799OC5B,5,use home studio insert work great complaintson note clean cable caig deoxit gold g spray contact conditioner ozand hightly recommend musician hear differnce spray qtip clean jack guitar instrument,2
A2PN3GY7I3EKC1,5,need audio insert cable need audio insert cablewe custom manufacture insert cable custom soundreinforcement fix installation mobile rig mixer case processing gear simply cost effective hosa goto brand reliability durability brand reputation stakehosa allow maintain good reputation lower labor cost thank dependable product hosa thank great price amazon,2
A1FCX548TD6DLP,5,play ipod small guitar amp great way wake kid work perfectly purpose mind small end ipod stereo large end go amp mono need stereo jack end,2
A35D9ODUCAMF5G,5,plug work connect mono line stereo input lepai amp tell,2
A3UETHIJBL6MCV,5,buy hook ipodsiphone live stage sound system stereo use stereotomono adapter separate channel need perfect solution durable,2
A2Y8JW5NSY95OL,5,carry bass gig bag plug phone mono auxinput genz benz bass head handy rehearsal band need listen track work arrangement bass cab range fearful pick couple cable adapter stereo mono need hand,2
A3FW4THIMBIN6V,4,super cheap mono cable sufficient need cheap thin wire gauge forgive aware cheap unshielded etcfor price intent give star star cable fair quality ultra cheap cable star right yes exactly write hosa cable review,2
AT09WGFUM934H,5,hard love cord carry electron way end sure complete failure star away,2
A1NAA1R38JSNHV,5,cable cable usually work amazon find good deal quality,2
A1F4KCBVDP8S25,5,pick cable test new pedalboard not happy not suck tone cable sturdy sound great replace normal straight inch cable save space board,2
A4BTCECGQAIUI,4,l jack good connection guitar pedal work fine flexible not like fact plastic look cheap price pay not care,2
AROOYR32BS1VL,4,little patch cable work nicely s change tone sound connect pedal fineim go small complaint explain get star instead product description say inch right jump httpwwwamazoncomgpproductbpgxkcrefohdetailsosiieutfpsc planet wave patch cable list foot inch right hosa cable like maybe inch planet wave cable give plenty room pedal hosa cable emergency upto conclude recommend yes pedal need affordable small effective patch cable recommendation planet wave cable,2
A2F2L5F9OWWVY6,5,need cable connect pedal look far cable perfect deliver good sound small cheap ask,2
A3PL8ENSYWS1PZ,5,buy hosa pedal cable son interconnect guitar pedal work durable not give problem far not appear change sound quality tone great product,2
A23BIOQUMRC7K5,5,good little connector cable construct durable build recommend cable connect stomp box worth,2
A27DR1VO079F1V,5,great cable con badno opening end fix experience durable people pedal board s lot movement wear,2
A3OZC468867FW8,4,work fine great little space pedal s distance well use type bue generally work fine good quality product clean signal problem,2
AJ3MI4QT7339J,5,exactly need connect distortion paddle ampdo favor order throw amazon dealer place order throw onlinecarstereocom report scam operation credit card cotheir customer review terrible mistake place n orderright eye change bad review add good one,2
A3OJ0RGAECAGH8,5,great patch cable especially price not suck tone reliableive yearsand great player budget,2
A22LLQ00V32YZJ,4,cable come super fast mail deliver level performance expect form low cost cable work,2
A1N06X05VZWO5Y,5,good cable not forsee have problem right hook pedal eithout mesw long cable need price right shipping right time,2
A2LBHMQ3142G3S,5,fancy cable buy fit low budget work perfectly not feel like go break anytime soon pedal perfectly connect,2
AEG2MOBNK5KCA,5,typically use planet wave cable try great issue loss tone break fail quality product good price,2
A3V1A3C9DTLPME,5,inexpensive durable cable link stompboxe not crackly consider frequent use pretty good cheap cord die year electric guitarist keep stock thing particular cheap accessible probably themenjoy,2
A3200TEQBFSDRX,5,hosa patch cable good buck great sound flexible m firm hosa cable fan love little guy,2
AFLRU6952DEFX,5,low profile fit bend place one thick metal end not,2
A3HLW3G0TA8GX1,4,buy xlr adapter hope connect microphone old funky mixer own input not end work discover need convert microphone level line level not convert xlr balanced need particular situation,2
A9J03MF2689TS,5,use adapter interfacemix board end channel xlr cable snake change channel monitor return plug xlr female stereo adapter end create headphone jack musician end setup record channel monitor channel xlr snake ask channel xlr snake instead buy snake adapt snake word adapter p love great tool add versatility setup matter definately recommend product happen need change xlr balanced stereo high quality solid definately expect long time,2
AQFOCVEBDCYU9,5,purchase work ion system shure mic arrive expect solid great fit work,2
A3GSBNVP2LPFRB,5,come handy time studio znet love have good quality affordable price,2
A37U8NH2CD9EDX,4,title say work reason take star get little stuck use force xlr issue,2
A1M957IA3QNX7X,4,convert xlr signal shure sm mic male run guitar pedalboard amp issue performance converter little bulky especially clip mic tight fitting certain place pedalboard work great overall,2
AEN6KDJ3AJDK6,2,get plug xlr cable jack board get board channel xlr input work get wrong thing,0
A17CU1D2CWXOHB,5,affordable work nice little adapter low impedance cable high impedance input,2
ALHC64J88LVWO,5,price not beat work buy local guitar store,2
AKDQONDXN72MW,5,basic female xlr inch male adapter use plug regular mic cable keyboardpractice pa,2
A3HLW3G0TA8GX1,4,buy xlr splitter split lead vocal foh monitor rack way work great problem signal loss power issue begin transformer isolate xlr splitter started play big venue long use splitter issue hosa y splitter cable length female connector male connector short short cause microphone cable stick mic stand plug lead singer microphone great guitar mic s close ground horizontally place look little funny come vertical microphone stand,2
A3M05N9UWHIXUI,5,expect hosa great product solid construction great sound reproduce recomed product,2
A28P7V9KI7MXP,5,use run single mono xlr shotgun mic line audio channel tascam dr save step postproduction quality fine suppose good price good product,2
A26JHKA8SNXV6P,4,not think purchase item amazon not plus important work purchase coordinator year know save money purchase great believe find cable not find radioshack well buy lot purchase business lady gentleman know know care business right way like apply position themregardsffsalsa,2
A1VHCO8RQFIGQJ,5,solid product end need return work fine get job,2
A2RS66Y79Q8X0W,5,dual splitter work perfect live event video company shoot lot wedding important video audio look good long good clean audio signal half video audio year run line directly djs mixer audio issue way introdustion music dj play word speak signal hot music crap dj say stupid djs voice edit way want compress time product improve production price sell use run separate clean audio line djs wireless system audio recorder work perfectly not fail,2
A2H5GRB3XXEBX0,5,recommend engineer genzbenz bass amplification company andy say product far superior right fix scratchy potentiometer shuttle amp fix effect loop jack oxidize cause amp intermittently lose power gig good gig worth testing problem resolve andy say product actually work well time apply lubricate cleaning coat effect component wow andy stock affiliation represent way manufacturer deoxit,2
A1LS2UXHG1BYRG,5,thing like magic spray hahseriously noisy hinge car door etci buy clean pot volume control knob guitars pedal equipment work get rid static noise turn volume control radio guitar example,2
A3HCK3UXD6WS4G,5,buy product use amp pot restore soundpower clearity ampsit not evaporate right away couple minute good,2
A2WT46GVYE1ZDD,3,s buy deoxitnot right not remember work well cost military spray level low way high work stuff well not stick itit wasteful cost good luck wd flammable average,1
A2EZWZ8MBEDOLN,5,pay tech fix knob switch guitar stomp box amp try time care problem amp cut try spray effect loop push jack socket dozen time bought probably pay time good stuff,2
A2BRXREMT5WZJ0,5,deal bit electronic musical instrument gear guitars bass amp fx midi gear etc time start suffer scratchy noisy pot knob input output jack crackly etcin past ve try locktite electronics cleaner provide similar rarely workin contrast clean piece gear ve save have physically replace pot jack like magic,2
A1L7M2JXN4EZCR,4,get error printer cartridge not recognize spray contact wipe excess paper towel working,2
A3EUD541ZM0R0R,5,stuff work great worth price clean pot guitar bass amp effect pedal scratchiness jarring volume spike knob glide well day new ill great stuff,2
AMNTZU1YQN1TH,5,fantastic stuffi spray bass guitar pot like new wish find stuff soon,2
AXWB93VKVML6K,5,brillcream dab yasomethe like need contact cleaning worth coin,2
A19JA9J3BFBKNO,3,ve get old mesa boogie develop scratchy control yearsthis stuff clean pretty midrange pot start crackle againi hate tear chassis d get to happen,1
AKYDGCKCY7H9F,5,guitar tone volume pot clear cracklefeel little oily get job not replacethe potentiometer,2
AKLDKUON6YY0X,5,use alot kind electronic get crackle knob go ve use year recommend,2
A2SH4497XM1HET,5,pot bass scratchy spray bit turn pot forth time noise great need,2
A1LQC225SE8UNI,5,money karaoke mic decent job vocal use good spare gig box,2
A2QDVOUXE4PYIM,5,truly surprised see nice weight good sound look nicely madevery good deal moneycant wrong cheep microphone well think nice,2
A12YXGXV4MATDS,4,reason star order chord miss chord order time good hot mic,2
A1RHGZOBDC3WQF,5,buy mic spare son guitar amp setup mixer work fine come mic cord decide model onoff switch base review not disappoint,2
A6FIAB28IS79,4,freelancer occasionally work band play midwest perform nearweekly basis season veteran interest gear se interest brand cachet money not believe see group nady mic lowerprice year ago insist good shure sms s not believe quality workmanship compare casual empirical test build quality prove nadys handle announce vocal need soft sound instrument flute harmonica break quit watchim keyboardist mic power fidelity not affect m trifle mortify musician audience catch cheap come allimportant gear component time embarrassment confess unmixed bit demonic glee s playingand getting pay,2
A20EZ7E8WUH2GZ,4,buy mic see grandson handle mic come karaoke machine think mic long hope nady spc impressive mic price roland cm cube plan use roland micro cube give star cord connection mic little loose,2
A3HLW3G0TA8GX1,4,buy cable band live setup buy year ago currently use application good quality cable length price good value money especially buy time not use cable studio live fine d recommend cable budget look buy time go buy d look canare mogami little bit expensive easy worth price,2
A1FI4UL6C50NZJ,4,live performance long good price need resolder end concert,2
A223S6N0DBQBHP,5,s complicated purchase cable work not cost lot great deal iti use week sound perfect mistreat equipment,2
A10KH8EN77ZKWH,4,buy cable order able run long cable run stage work narrow gauge wire cable make little cagy durability tend use cable run not expect lot movement eg run cable mic stand save well cable belt pack micsthe jacket cable pronounced butyl rubber smell activate allergy store mic cable open cardboard box month help lot rubber smell allergy issue folksbut not use cable near face monthstheyre cheap work fine not notice sound issue,2
A34LQ791ACZ0JC,4,ve cable awhile m impressed quality plug jack look cheap cable thin use home practice mic not workout not think hold long stage venue,2
A31XY5BETE8DUC,3,cable little thin compare hosa gls pick little interference equipment guess lack shielding,1
A1C92KYEEU1T0G,4,gain mic not great speech soft recording guy handle,2
A2JN6080LXS12H,4,shure sms cost like open sound pg vocal break high volume sms like mic ok sm worth extra money think especially expect push capability,2
A2EWLWNMF65J5X,5,test record digitally well idea learning process give clean crisp reproduction flaw,2
A1K8E597YAFQQG,5,use video exchange guitar instruction website perfect vocal podcast video recording forth shure make excellent stuff s great save money xlr cable include m happy purchase,2
A2N4QZ92NBKJZZ,4,star instead thing will not tune guitar carry amp use solo duo bass player trio drum bass regular gig medium sized club basically large room use pyle pro self contain pa plug martin grp elecacoustic sound quality excellent volume limited bny pyle pro hesitation big room band pa not hear hint feedback onoff switch plusthe price good true think thing pay buy toshiba flat screen buck think cost year ago true lot audio gear lot company bring high quality elctronic music market great company like shure good affordable high quality product afford recommend strongly,2
A3TJMZ2YFNECYN,4,far m happy microphone tone quality fine need backup vocal band long cable nice great cable include package,2
A2MR43RDPZX3J,4,hard honest review mike not shure sm consider gold standard measure course reputation deserve durability sm sound couple sms couple pgs consider sm pg slightly well spec identical pricethe thing notice box pg slightly big slightly heavy different switch sm metal screen protect not interchangeable plug microphone cable setting identical try mike speak singe play guitar change setting specifically effect eq pa repeat experiment speak singe change mikeshere notice sm slightly flatter mid range pg slightly bright touch presence equal volume slight difference tone easily manipulate eq ordinary tone control susceptible feedback vocal popi not try comparison live situation practice time consume interfere play difficulty judge situation awkward combination practice able tell difference person actually express preference pg settingsi look spec mike sm little flat response especially high end k hz pick db pg hz human vocal range generally hz likely effect sm tad responsive bass singeri try different behringer mike radio shack mike behringer totally outclass shure sound tinny thin little presence volume try behringer xm impress similarity mike sound identical b shure sm behringer xm discontinue replace xm inferior mike offer bundle plug radio shack mike spare backup take practice model number probably discontinue excellent sounding mike good volume presence tonei not mike test experiment reach conclusionsthere bit snobbery choose microphone shure sm hold unreachable standard sturdy good mike price unreasonable microphone sound nearly identical sturdy reliable low price include shure pg likely sm not testi wish people unbiased review base actual performance instead condescension budget look alternative standard bearer m give star not time evaluation hold comparison sm,2
A3VVKC910FN4EK,5,microphone great singe pa electric guitar sing worshippraise song southern gospel smooth mid range close enhance bass nicely not think sm exactly need build shure,2
A3IICSS30MRX9M,5,get recording rehearsal work far revise review change year right d great product,2
A34LQ791ACZ0JC,4,buy replace shure big step pleased old lot handle noise little good money pay sm awhile m happy pgupdatedecember handling noise definitely consider buy mic not problem degree,2
A6FIAB28IS79,4,start shure pg recently acquire shure sm d probably ready agree argue neumann telefunken mic cost gs simply not well nady mic cost buck respect shure m sure sm not worth pg sufficiently highpowered clean amplifier tweak eq setting favor frequency human voice mic mistake attempt occasionally use instrument amplifier emergency pa lead realize pg sound somewhat muted dull compare sm switch common admittedly expensive mic give extra gain need add crispness clarity voice announcementsp notice head pg large sm rise digital audio workstation not computer free include garage band large goldplate expensivelooking cheap mic display place despite appearance come mic size not matterexcept appearance director high school band dispense headset wrap halfway face know girl frontline think coolthey look like madonnaa janet headgear good mic tiny opening size pinhole,2
A18X6ZT4AEYVKB,5,good mic simple live stuff not expensive get good clear sound switch help kind thing,2
A2LSR40ZH18TPH,5,proven classic mic mesa boogie mark v x cabinet sound fantastic solidly build,2
A7E0CJH464L82,5,mic recording live instrument voice come great sound indestructiblelooke forward work future project not believe take long,2
